id_inscripcion,id_estudiante,id_curso,id_cohorte,fecha_inscripcion,estado_curso,porcentaje_avance_curso
1,1,9,5,2026-08-11,en_curso,1.67
2,1,1,4,2026-07-22,en_curso,2.5
3,2,12,2,2026-05-23,en_curso,15.97
4,2,2,4,2026-07-30,en_curso,27.5
5,2,9,5,2026-08-20,en_curso,1.67
6,3,11,6,2026-09-07,en_curso,33.33
7,3,6,5,2026-08-18,en_curso,57.14
8,4,5,3,2026-07-02,en_curso,30.54
9,5,3,2,2026-05-18,en_curso,19.46
10,5,8,5,2026-08-30,en_curso,24.68
11,6,12,3,2026-06-06,en_curso,19
12,7,5,1,2026-04-26,en_curso,13.41
13,7,9,5,2026-08-09,en_curso,37.56
14,7,3,6,2026-09-03,en_curso,7.71
15,8,2,2,2026-05-11,en_curso,14.35
16,8,11,2,2026-05-27,abandonado,1.67
17,8,5,1,2026-04-23,abandonado,2.5
18,9,9,4,2026-07-14,en_curso,9.21
19,9,10,3,2026-06-19,abandonado,8.97
20,9,4,4,2026-07-10,en_curso,23.29
21,10,6,2,2026-05-19,abandonado,13.57
22,11,9,4,2026-07-09,abandonado,1.67
23,12,1,5,2026-09-01,en_curso,43.27
24,12,10,2,2026-05-29,abandonado,1.67
25,12,6,4,2026-07-08,abandonado,1.43
26,13,1,4,2026-07-26,en_curso,33.13
27,13,2,5,2026-08-16,abandonado,2.5
28,14,5,4,2026-07-20,en_curso,37.44
29,14,4,6,2026-09-09,abandonado,17.78
30,15,4,6,2026-09-08,abandonado,17.23
31,16,2,1,2026-05-02,en_curso,33.13
32,16,12,6,2026-09-04,abandonado,19
33,16,8,2,2026-05-16,en_curso,32.5
34,17,9,4,2026-07-29,en_curso,18.33
35,18,3,2,2026-05-30,abandonado,23.75
36,19,8,5,2026-08-06,en_curso,32.5
37,19,9,3,2026-06-22,en_curso,24.81
38,19,3,5,2026-08-26,en_curso,27.5
39,20,9,4,2026-07-21,en_curso,28.03
40,20,10,4,2026-07-31,en_curso,13.08
41,21,4,3,2026-07-02,en_curso,16.49
42,21,9,3,2026-06-19,abandonado,8.96
43,22,12,2,2026-05-23,en_curso,53.18
44,22,4,4,2026-07-18,en_curso,30.82
45,22,5,4,2026-08-01,abandonado,10.76
46,23,11,3,2026-06-25,en_curso,27.53
47,23,12,5,2026-08-04,en_curso,50.95
