id_inscripcion,id_estudiante,id_curso,id_cohorte,fecha_inscripcion,estado_curso,porcentaje_avance_curso
1,1,9,2,2026-08-09,en_curso,3.86
2,1,1,2,2026-07-20,en_curso,13.55
3,2,12,1,2026-05-21,en_curso,19
4,2,2,2,2026-07-28,abandonado,5.49
5,2,9,3,2026-08-18,abandonado,1.67
6,3,11,3,2026-09-05,en_curso,18.33
7,3,6,2,2026-08-16,en_curso,15.71
8,4,5,1,2026-06-30,en_curso,27.5
9,5,3,1,2026-05-16,en_curso,25
10,5,8,3,2026-08-28,en_curso,9.73
11,6,12,1,2026-06-04,en_curso,5.81
12,7,5,1,2026-04-24,en_curso,15.24
13,7,9,2,2026-08-07,en_curso,4.23
14,7,3,3,2026-09-01,en_curso,6.35
15,8,2,1,2026-05-09,en_curso,25
16,8,11,1,2026-05-25,en_curso,1.67
17,8,5,1,2026-04-21,en_curso,13.88
18,9,9,1,2026-07-12,abandonado,3.46
19,9,10,1,2026-06-17,en_curso,1.67
20,9,4,1,2026-07-08,en_curso,18.98
21,10,6,1,2026-05-17,en_curso,8.57
22,11,9,1,2026-07-07,abandonado,1.67
23,12,1,3,2026-08-30,en_curso,27.5
24,12,10,1,2026-05-27,abandonado,4.17
25,12,6,1,2026-07-06,abandonado,3.57
26,13,1,2,2026-07-24,en_curso,27.5
27,13,2,2,2026-08-14,abandonado,2.5
28,14,5,2,2026-07-18,en_curso,50
29,14,4,3,2026-09-07,abandonado,7.14
30,15,4,3,2026-09-06,en_curso,10.45
31,16,2,1,2026-04-30,abandonado,2.5
32,16,12,3,2026-09-02,abandonado,6.77
33,16,8,1,2026-05-14,en_curso,29.4
34,17,9,2,2026-07-27,abandonado,15.83
35,18,3,1,2026-05-28,en_curso,31.49
36,19,8,2,2026-08-04,en_curso,4.41
37,19,9,1,2026-06-20,en_curso,15.02
38,19,3,3,2026-08-24,en_curso,14.2
39,20,9,2,2026-07-19,en_curso,10.23
40,20,10,2,2026-07-29,en_curso,18.33
41,21,4,1,2026-06-30,en_curso,39.67
42,21,9,1,2026-06-17,en_curso,7.52
43,22,12,1,2026-05-21,en_curso,22
44,22,4,1,2026-07-16,en_curso,55.67
45,22,5,2,2026-07-30,en_curso,50
46,23,11,1,2026-06-23,en_curso,18.33
47,23,12,2,2026-08-02,en_curso,22
48,24,8,1,2026-06-25,en_curso,35
49,24,9,3,2026-08-27,en_curso,18.33
50,25,2,3,2026-09-04,en_curso,27.5
51,25,4,3,2026-08-28,en_curso,25
52,26,2,3,2026-08-20,en_curso,35.8
53,27,1,3,2026-08-30,en_curso,13.27
54,27,10,1,2026-06-08,en_curso,50
55,28,4,2,2026-08-14,en_curso,61.36
56,28,10,2,2026-07-21,abandonado,10.66
57,28,12,1,2026-05-25,en_curso,9.3
58,29,2,1,2026-06-04,abandonado,13.37
59,30,11,1,2026-06-11,en_curso,16.67
60,30,1,2,2026-08-04,en_curso,23.75
61,30,4,1,2026-06-14,en_curso,52.5
62,31,1,1,2026-05-31,en_curso,25
63,32,2,1,2026-06-14,abandonado,15.31
64,32,9,1,2026-06-13,en_curso,18.33
65,33,5,3,2026-09-01,en_curso,55.16
66,34,8,1,2026-05-28,abandonado,4.16
67,34,4,3,2026-08-30,en_curso,27.5
68,34,9,3,2026-09-01,abandonado,5.36
69,35,12,2,2026-07-21,en_curso,5.54
70,36,10,1,2026-06-18,abandonado,1.67
71,36,8,2,2026-07-20,en_curso,30.72
72,36,4,1,2026-06-24,en_curso,15.79
73,37,7,2,2026-08-04,en_curso,21.23
74,37,4,3,2026-09-05,en_curso,52.5
75,38,2,1,2026-06-10,abandonado,8.32
76,39,7,1,2026-06-12,en_curso,23.75
77,39,6,1,2026-05-11,abandonado,4.19
78,39,12,2,2026-08-07,en_curso,19
79,40,8,3,2026-08-27,en_curso,16.67
80,40,1,2,2026-08-01,en_curso,13.18
81,41,11,1,2026-06-30,en_curso,15.83
82,41,12,1,2026-07-03,en_curso,18.37
83,41,2,1,2026-06-24,abandonado,9.53
84,42,7,1,2026-05-16,en_curso,27.5
85,43,6,1,2026-06-13,en_curso,15.71
86,43,2,1,2026-04-26,en_curso,23.75
87,43,4,1,2026-06-12,abandonado,12.85
88,44,4,3,2026-09-03,abandonado,20.07
89,45,8,1,2026-05-03,en_curso,20.73
90,45,3,1,2026-06-24,en_curso,33.75
91,45,7,1,2026-07-12,abandonado,6.04
92,46,5,3,2026-08-23,en_curso,18.11
93,47,4,1,2026-06-06,en_curso,38.21
94,47,2,3,2026-09-10,abandonado,21.11
95,48,9,2,2026-07-20,abandonado,7.04
96,48,2,1,2026-05-29,en_curso,73.75
97,49,11,1,2026-05-27,en_curso,35
98,50,1,2,2026-07-31,en_curso,23.75
99,50,2,1,2026-06-09,en_curso,20.12
100,50,4,2,2026-08-05,en_curso,57.55
101,51,7,3,2026-08-31,en_curso,17.07
102,52,8,1,2026-06-09,en_curso,27.2
103,52,4,1,2026-05-14,en_curso,52.5
104,53,1,1,2026-05-09,en_curso,50
105,53,3,2,2026-08-15,en_curso,21.63
106,54,1,3,2026-09-08,en_curso,39.71
107,54,7,2,2026-08-09,en_curso,27.5
108,55,8,1,2026-06-03,en_curso,11.24
109,55,5,1,2026-06-04,en_curso,34.39
110,56,12,1,2026-04-27,en_curso,45.35
111,56,9,3,2026-08-26,en_curso,20.94
112,57,12,2,2026-07-30,en_curso,25.08
113,57,8,1,2026-05-31,en_curso,20.42
114,57,3,3,2026-08-19,en_curso,25
115,58,5,1,2026-06-02,en_curso,23.75
116,59,1,1,2026-04-28,en_curso,15.07
117,60,12,1,2026-05-07,en_curso,42
118,60,9,1,2026-07-07,en_curso,16.67
119,60,1,1,2026-06-21,en_curso,57.79
120,61,6,3,2026-09-04,en_curso,27.86
121,61,1,2,2026-07-18,en_curso,33.11
122,61,11,1,2026-05-07,en_curso,6.48
123,62,8,3,2026-08-28,en_curso,35
124,62,9,1,2026-05-14,en_curso,72.36
125,62,11,1,2026-04-19,en_curso,18.33
126,63,1,2,2026-08-02,en_curso,17.96
127,64,2,1,2026-05-18,en_curso,27.5
128,64,3,1,2026-07-06,en_curso,61.61
129,64,12,3,2026-08-22,en_curso,6.24
130,65,2,2,2026-07-19,en_curso,27.5
131,65,11,2,2026-07-19,abandonado,5
132,65,4,3,2026-08-22,en_curso,25
133,66,2,1,2026-05-26,en_curso,2.5
134,66,10,3,2026-09-11,en_curso,18.33
135,67,10,1,2026-06-12,en_curso,9.01
136,68,1,1,2026-06-19,abandonado,7.49
137,68,10,1,2026-06-12,en_curso,41.93
138,68,2,3,2026-08-21,en_curso,17.65
139,69,11,1,2026-04-29,en_curso,10.34
140,69,10,1,2026-05-05,en_curso,35
141,70,9,3,2026-08-22,en_curso,35
142,70,6,2,2026-08-07,en_curso,23.95
143,70,5,1,2026-06-02,en_curso,52.5
144,71,11,2,2026-07-30,en_curso,51.67
145,72,6,3,2026-09-08,en_curso,21.79
146,72,4,3,2026-09-05,en_curso,18.75
147,72,5,1,2026-04-25,en_curso,27.5
148,73,3,1,2026-05-21,abandonado,7.49
149,73,11,1,2026-07-08,en_curso,18.33
150,74,5,1,2026-05-22,en_curso,44.47
151,74,8,1,2026-04-25,en_curso,38.01
152,74,6,1,2026-07-04,en_curso,8.06
153,75,1,2,2026-07-23,en_curso,27.5
154,76,10,1,2026-05-24,en_curso,16.67
155,76,12,3,2026-09-10,en_curso,40
156,77,2,1,2026-06-13,en_curso,31.85
157,78,4,1,2026-04-25,en_curso,27.5
158,78,9,1,2026-04-19,en_curso,4.5
159,78,5,1,2026-06-14,en_curso,56.7
160,79,6,2,2026-08-06,en_curso,44.29
161,80,4,2,2026-08-13,en_curso,25
162,81,5,1,2026-05-08,en_curso,69.05
163,81,3,1,2026-06-22,en_curso,75
164,82,9,1,2026-06-12,en_curso,35
165,82,5,1,2026-07-15,en_curso,52.5
166,83,11,3,2026-08-20,en_curso,7.41
167,83,9,2,2026-08-01,en_curso,18.33
168,83,1,2,2026-07-28,en_curso,25
169,84,9,2,2026-07-22,abandonado,1.67
170,84,5,1,2026-05-14,en_curso,75
171,84,2,2,2026-07-24,en_curso,23.75
172,85,5,1,2026-07-17,abandonado,2.5
173,86,2,1,2026-06-09,en_curso,25
174,87,9,1,2026-05-25,en_curso,33.33
175,87,3,1,2026-05-09,en_curso,50
176,87,5,1,2026-06-21,abandonado,5.79
177,88,10,1,2026-05-19,en_curso,18.33
178,88,4,3,2026-09-06,en_curso,32.73
179,89,6,1,2026-07-16,en_curso,15.71
180,89,4,3,2026-08-21,en_curso,50
181,89,5,1,2026-06-06,en_curso,27.5
182,90,8,3,2026-09-04,en_curso,18.33
183,90,5,1,2026-05-24,en_curso,25
184,90,1,1,2026-04-20,en_curso,33.17
185,91,11,3,2026-09-08,en_curso,9.5
186,92,5,1,2026-06-22,en_curso,14.01
187,92,1,1,2026-06-14,en_curso,19.89
188,93,6,2,2026-08-06,en_curso,28.57
189,94,11,3,2026-08-26,abandonado,1.67
190,95,3,3,2026-09-12,abandonado,2.5
191,95,8,1,2026-05-25,en_curso,18.33
192,96,12,1,2026-05-22,en_curso,42
193,96,7,2,2026-08-14,en_curso,27.5
194,96,9,3,2026-08-20,en_curso,5.45
195,97,2,1,2026-07-05,abandonado,16.55
196,98,12,1,2026-07-10,en_curso,9.94
197,99,9,2,2026-07-27,abandonado,4.46
198,100,6,1,2026-06-20,en_curso,2.89
199,101,9,1,2026-05-04,en_curso,12.4
200,101,3,1,2026-07-04,en_curso,5.29
201,101,7,3,2026-08-25,abandonado,2.5
202,102,1,1,2026-05-06,abandonado,5.25
203,103,6,1,2026-05-23,abandonado,3.55
204,103,1,1,2026-05-15,en_curso,25
205,104,4,2,2026-07-19,en_curso,25
206,104,11,1,2026-06-19,en_curso,21.73
207,105,11,1,2026-06-05,en_curso,7.38
208,106,6,1,2026-04-19,en_curso,4.96
209,107,7,1,2026-06-07,en_curso,31.95
210,107,10,1,2026-07-01,abandonado,6.46
211,107,3,1,2026-06-02,en_curso,11.37
212,108,3,1,2026-07-13,en_curso,37.06
213,109,7,3,2026-09-11,en_curso,10.08
214,110,3,1,2026-06-08,en_curso,5.26
215,111,6,1,2026-06-21,en_curso,30
216,111,7,1,2026-06-15,abandonado,10.87
217,111,4,2,2026-08-09,en_curso,77.5
218,112,3,3,2026-09-05,en_curso,33.55
219,112,2,2,2026-08-07,en_curso,27.5
220,113,1,1,2026-04-20,en_curso,27.5
221,113,8,1,2026-06-07,abandonado,1.67
222,114,4,3,2026-08-22,en_curso,32
223,115,6,1,2026-06-26,en_curso,15.71
224,115,5,3,2026-08-30,en_curso,8.14
225,116,4,1,2026-06-02,abandonado,18.75
226,117,11,1,2026-04-30,en_curso,18.33
227,118,7,3,2026-08-25,en_curso,27.5
228,119,5,1,2026-05-10,en_curso,27.5
229,119,2,1,2026-07-17,en_curso,9.58
230,120,6,1,2026-06-16,abandonado,9.92
231,120,11,1,2026-05-19,en_curso,38.51
232,121,7,1,2026-07-05,en_curso,6.21
233,121,11,3,2026-08-29,abandonado,8.05
234,121,9,2,2026-07-24,en_curso,7.12
235,122,1,3,2026-09-01,en_curso,25
236,122,2,1,2026-06-17,abandonado,7.26
237,123,3,3,2026-08-30,en_curso,27.5
238,123,10,1,2026-05-10,en_curso,7.42
239,124,1,3,2026-08-20,en_curso,33.53
240,124,2,1,2026-06-14,en_curso,27.5
241,125,7,1,2026-06-28,en_curso,75
242,125,6,2,2026-08-15,abandonado,1.43
243,125,11,1,2026-05-30,en_curso,33.33
244,126,10,1,2026-05-30,en_curso,18.33
245,126,9,1,2026-05-13,en_curso,7.09
246,127,7,2,2026-07-19,en_curso,25
247,128,4,1,2026-05-17,en_curso,27.5
248,128,5,1,2026-07-15,abandonado,23.75
249,128,1,3,2026-09-10,en_curso,27.5
250,129,7,2,2026-08-13,en_curso,8.21
251,129,1,1,2026-06-29,en_curso,58.49
252,129,9,1,2026-07-07,en_curso,4.05
253,130,11,3,2026-09-01,en_curso,15.83
254,130,12,2,2026-08-02,en_curso,17.11
255,130,4,2,2026-07-18,en_curso,27.5
256,131,7,3,2026-09-12,en_curso,32.02
257,131,2,2,2026-07-31,en_curso,52.5
258,132,6,3,2026-08-24,en_curso,6.6
259,132,10,1,2026-05-30,en_curso,33.33
260,132,12,3,2026-09-12,en_curso,8.67
261,133,2,1,2026-06-05,en_curso,11.87
262,133,5,3,2026-08-28,en_curso,50
263,133,9,3,2026-09-11,en_curso,10.79
264,134,11,2,2026-08-11,en_curso,18.33
265,134,7,1,2026-05-03,en_curso,30.3
266,135,7,2,2026-07-29,abandonado,18.19
267,135,5,1,2026-07-13,en_curso,2.5
268,136,3,2,2026-07-29,en_curso,77.5
269,136,4,3,2026-09-01,abandonado,2.5
270,136,7,1,2026-06-27,abandonado,2.5
271,137,7,1,2026-05-03,en_curso,25
272,137,11,2,2026-08-05,en_curso,18.33
273,137,3,1,2026-05-09,en_curso,64.62
274,138,10,1,2026-04-29,en_curso,18.33
275,138,5,2,2026-08-02,en_curso,58.33
276,138,7,2,2026-07-25,en_curso,20.87
277,139,1,1,2026-05-27,en_curso,75
278,139,5,2,2026-08-07,en_curso,32.02
279,139,11,2,2026-07-31,en_curso,16.67
280,140,7,1,2026-05-17,en_curso,10.6
281,141,10,1,2026-05-19,en_curso,35
282,141,11,1,2026-06-20,en_curso,18.33
283,141,6,2,2026-07-28,en_curso,3.2
284,142,8,1,2026-07-12,en_curso,33.33
285,142,12,1,2026-05-10,abandonado,10.04
286,143,4,3,2026-08-28,abandonado,14.07
287,143,9,1,2026-05-27,en_curso,68.33
288,143,8,3,2026-09-04,en_curso,35
289,144,3,2,2026-08-09,en_curso,9.81
290,144,11,2,2026-07-21,en_curso,29.82
291,144,2,1,2026-05-05,en_curso,50
292,145,9,2,2026-07-26,en_curso,18.33
293,145,11,1,2026-07-13,en_curso,3.95
294,146,10,1,2026-04-28,en_curso,16.67
295,146,6,1,2026-07-15,en_curso,31.74
296,146,2,1,2026-05-13,en_curso,25
297,147,11,2,2026-07-26,en_curso,18.33
298,148,4,1,2026-07-07,en_curso,16.77
299,148,12,1,2026-07-15,en_curso,9.62
300,149,1,2,2026-08-05,en_curso,31.25
301,150,4,1,2026-04-29,en_curso,23.75
302,151,10,2,2026-08-04,en_curso,18.33
303,151,2,1,2026-07-16,abandonado,2.5
304,152,7,3,2026-08-26,en_curso,17.68
305,152,11,1,2026-06-16,en_curso,18.33
306,153,4,3,2026-09-05,abandonado,6.62
307,153,7,1,2026-04-22,en_curso,75
308,153,8,1,2026-07-03,en_curso,15.83
309,154,4,1,2026-06-06,en_curso,2.5
310,154,3,1,2026-04-18,en_curso,27.5
311,155,12,3,2026-09-09,en_curso,40
312,155,1,1,2026-05-30,en_curso,23.01
313,155,2,2,2026-08-08,en_curso,12.6
314,156,4,1,2026-05-02,abandonado,10.73
315,156,3,1,2026-04-26,en_curso,27.5
316,157,9,1,2026-07-09,en_curso,50
317,157,8,1,2026-06-23,en_curso,16.67
