id_inscripcion,id_estudiante,id_curso,id_cohorte,fecha_inscripcion,estado_curso,porcentaje_avance_curso
1,1,9,2,2026-08-09,en_curso,3.86
2,1,1,2,2026-07-20,en_curso,8.03
3,2,12,1,2026-05-21,en_curso,14.8
4,2,2,2,2026-07-28,abandonado,5.49
5,2,9,3,2026-08-18,abandonado,1.67
6,3,11,3,2026-09-05,en_curso,16.67
7,3,6,2,2026-08-16,en_curso,15.71
8,4,5,1,2026-06-30,en_curso,25
9,5,3,1,2026-05-16,en_curso,19.83
10,5,8,3,2026-08-28,en_curso,9.73
11,6,12,1,2026-06-04,en_curso,5.81
12,7,5,1,2026-04-24,en_curso,10.48
13,7,9,2,2026-08-07,en_curso,4.23
14,7,3,3,2026-09-01,en_curso,2.5
15,8,2,1,2026-05-09,en_curso,2.5
16,8,11,1,2026-05-25,en_curso,1.67
17,8,5,1,2026-04-21,en_curso,10.92
18,9,9,1,2026-07-12,en_curso,3.46
19,9,10,1,2026-06-17,en_curso,1.67
20,9,4,1,2026-07-08,en_curso,7.53
21,10,6,1,2026-05-17,en_curso,8.57
22,11,9,1,2026-07-07,abandonado,1.67
23,12,1,3,2026-08-30,en_curso,27.5
24,12,10,1,2026-05-27,abandonado,4.17
25,12,6,1,2026-07-06,abandonado,3.57
26,13,1,2,2026-07-24,en_curso,25
27,13,2,2,2026-08-14,abandonado,2.5
28,14,5,2,2026-07-18,en_curso,47.16
29,14,4,3,2026-09-07,en_curso,7.14
30,15,4,3,2026-09-06,en_curso,10.45
31,16,2,1,2026-04-30,abandonado,2.5
32,16,12,3,2026-09-02,en_curso,6.77
33,16,8,1,2026-05-14,en_curso,29.4
34,17,9,2,2026-07-27,en_curso,11.41
35,18,3,1,2026-05-28,en_curso,31.49
36,19,8,2,2026-08-04,en_curso,1.67
37,19,9,1,2026-06-20,en_curso,9.36
38,19,3,3,2026-08-24,en_curso,5.82
39,20,9,2,2026-07-19,en_curso,4.66
40,20,10,2,2026-07-29,en_curso,5.75
41,21,4,1,2026-06-30,en_curso,39.67
42,21,9,1,2026-06-17,en_curso,1.67
43,22,12,1,2026-05-21,en_curso,22
44,22,4,1,2026-07-16,en_curso,50
45,22,5,2,2026-07-30,en_curso,35.4
46,23,11,1,2026-06-23,en_curso,18.33
47,23,12,2,2026-08-02,en_curso,22
48,24,8,1,2026-06-25,en_curso,35
49,24,9,3,2026-08-27,en_curso,16.67
50,25,2,3,2026-09-04,en_curso,12.18
51,25,4,3,2026-08-28,en_curso,25
52,26,2,3,2026-08-20,en_curso,27.5
53,27,1,3,2026-08-30,en_curso,13.27
54,27,10,1,2026-06-08,en_curso,33.33
55,28,4,2,2026-08-14,en_curso,57.14
56,28,10,2,2026-07-21,abandonado,10.66
57,28,12,1,2026-05-25,en_curso,5.27
58,29,2,1,2026-06-04,abandonado,13.37
59,30,11,1,2026-06-11,en_curso,16.67
60,30,1,2,2026-08-04,en_curso,13.23
61,30,4,1,2026-06-14,en_curso,52.5
62,31,1,1,2026-05-31,en_curso,9.21
63,32,2,1,2026-06-14,abandonado,15.31
64,32,9,1,2026-06-13,en_curso,18.33
65,33,5,3,2026-09-01,en_curso,25
66,34,8,1,2026-05-28,abandonado,4.16
67,34,4,3,2026-08-30,en_curso,14.09
68,34,9,3,2026-09-01,en_curso,1.67
69,35,12,2,2026-07-21,en_curso,5.54
70,36,10,1,2026-06-18,abandonado,1.67
71,36,8,2,2026-07-20,en_curso,22.06
72,36,4,1,2026-06-24,en_curso,15.79
73,37,7,2,2026-08-04,en_curso,21.23
74,37,4,3,2026-09-05,en_curso,27.5
75,38,2,1,2026-06-10,abandonado,8.32
76,39,7,1,2026-06-12,en_curso,23.75
77,39,6,1,2026-05-11,abandonado,4.19
78,39,12,2,2026-08-07,en_curso,17.78
79,40,8,3,2026-08-27,en_curso,16.67
80,40,1,2,2026-08-01,en_curso,13.18
81,41,11,1,2026-06-30,en_curso,15.83
82,41,12,1,2026-07-03,en_curso,15.38
83,41,2,1,2026-06-24,abandonado,9.53
84,42,7,1,2026-05-16,en_curso,14.14
85,43,6,1,2026-06-13,en_curso,15.71
86,43,2,1,2026-04-26,en_curso,23.75
87,43,4,1,2026-06-12,abandonado,12.85
88,44,4,3,2026-09-03,en_curso,20.07
89,45,8,1,2026-05-03,en_curso,18.33
90,45,3,1,2026-06-24,en_curso,12.69
91,45,7,1,2026-07-12,en_curso,2.5
92,46,5,3,2026-08-23,en_curso,18.11
93,47,4,1,2026-06-06,en_curso,27.5
94,47,2,3,2026-09-10,en_curso,16.29
95,48,9,2,2026-07-20,abandonado,7.04
96,48,2,1,2026-05-29,en_curso,64.1
97,49,11,1,2026-05-27,en_curso,35
98,50,1,2,2026-07-31,en_curso,23.75
99,50,2,1,2026-06-09,en_curso,9.66
100,50,4,2,2026-08-05,en_curso,27.5
101,51,7,3,2026-08-31,en_curso,17.07
102,52,8,1,2026-06-09,en_curso,23.6
103,52,4,1,2026-05-14,en_curso,39.57
104,53,1,1,2026-05-09,en_curso,38.75
105,53,3,2,2026-08-15,en_curso,14.32
106,54,1,3,2026-09-08,en_curso,32.79
107,54,7,2,2026-08-09,en_curso,27.5
108,55,8,1,2026-06-03,en_curso,1.67
109,55,5,1,2026-06-04,en_curso,30.37
110,56,12,1,2026-04-27,en_curso,42
111,56,9,3,2026-08-26,en_curso,16.67
112,57,12,2,2026-07-30,en_curso,22
113,57,8,1,2026-05-31,en_curso,20.42
114,57,3,3,2026-08-19,en_curso,12.34
115,58,5,1,2026-06-02,en_curso,19.46
116,59,1,1,2026-04-28,en_curso,15.07
117,60,12,1,2026-05-07,en_curso,40
118,60,9,1,2026-07-07,en_curso,16.67
119,60,1,1,2026-06-21,en_curso,52.5
120,61,6,3,2026-09-04,en_curso,21.56
121,61,1,2,2026-07-18,en_curso,27.5
122,61,11,1,2026-05-07,en_curso,1.67
123,62,8,3,2026-08-28,en_curso,18.33
124,62,9,1,2026-05-14,en_curso,68.33
125,62,11,1,2026-04-19,en_curso,6.54
126,63,1,2,2026-08-02,en_curso,13.36
127,64,2,1,2026-05-18,en_curso,5.42
128,64,3,1,2026-07-06,en_curso,57.09
129,64,12,3,2026-08-22,en_curso,6.24
130,65,2,2,2026-07-19,en_curso,9.39
131,65,11,2,2026-07-19,abandonado,5
132,65,4,3,2026-08-22,en_curso,8.01
133,66,2,1,2026-05-26,en_curso,2.5
134,66,10,3,2026-09-11,en_curso,18.33
135,67,10,1,2026-06-12,en_curso,9.01
136,68,1,1,2026-06-19,abandonado,7.49
137,68,10,1,2026-06-12,en_curso,35
138,68,2,3,2026-08-21,en_curso,17.65
139,69,11,1,2026-04-29,en_curso,7.57
140,69,10,1,2026-05-05,en_curso,35
141,70,9,3,2026-08-22,en_curso,18.33
142,70,6,2,2026-08-07,en_curso,18.29
143,70,5,1,2026-06-02,en_curso,27.5
144,71,11,2,2026-07-30,en_curso,33.33
145,72,6,3,2026-09-08,en_curso,21.79
146,72,4,3,2026-09-05,en_curso,12.7
147,72,5,1,2026-04-25,en_curso,25
148,73,3,1,2026-05-21,abandonado,7.49
149,73,11,1,2026-07-08,en_curso,18.33
150,74,5,1,2026-05-22,en_curso,36.11
151,74,8,1,2026-04-25,en_curso,35
152,74,6,1,2026-07-04,en_curso,5.62
153,75,1,2,2026-07-23,en_curso,27.5
154,76,10,1,2026-05-24,en_curso,12.23
155,76,12,3,2026-09-10,en_curso,40
156,77,2,1,2026-06-13,en_curso,31.85
157,78,4,1,2026-04-25,en_curso,25
158,78,9,1,2026-04-19,en_curso,4.5
159,78,5,1,2026-06-14,en_curso,56.7
160,79,6,2,2026-08-06,en_curso,44.29
161,80,4,2,2026-08-13,en_curso,11.23
162,81,5,1,2026-05-08,en_curso,52.5
163,81,3,1,2026-06-22,en_curso,62.34
164,82,9,1,2026-06-12,en_curso,35
165,82,5,1,2026-07-15,en_curso,50
166,83,11,3,2026-08-20,en_curso,4.6
167,83,9,2,2026-08-01,en_curso,16.67
168,83,1,2,2026-07-28,en_curso,25
169,84,9,2,2026-07-22,abandonado,1.67
