id_inscripcion,id_estudiante,id_curso,id_cohorte,fecha_inscripcion,estado_curso,porcentaje_avance_curso
1,1,9,5,2026-08-11,completado,100
2,1,1,4,2026-07-22,abandonado,2.5
3,2,12,2,2026-05-23,abandonado,19
4,2,2,4,2026-07-30,en_curso,27.5
5,2,9,5,2026-08-20,en_curso,51.67
6,3,11,6,2026-09-07,en_curso,93.36
7,3,6,5,2026-08-18,en_curso,79.17
8,4,5,3,2026-07-02,en_curso,77.5
9,5,3,2,2026-05-18,completado,100
10,5,8,5,2026-08-30,en_curso,54.38
11,6,12,3,2026-06-06,abandonado,19
12,7,5,1,2026-04-26,completado,100
13,7,9,5,2026-08-09,en_curso,40.21
14,7,3,6,2026-09-03,completado,100
15,8,2,2,2026-05-11,en_curso,77.5
16,8,11,2,2026-05-27,abandonado,1.67
17,8,5,1,2026-04-23,abandonado,2.5
18,9,9,4,2026-07-14,abandonado,15.83
19,9,10,3,2026-06-19,abandonado,8.97
20,9,4,4,2026-07-10,abandonado,23.29
21,10,6,2,2026-05-19,abandonado,13.57
22,11,9,4,2026-07-09,abandonado,1.67
23,12,1,5,2026-09-01,en_curso,73.75
24,12,10,2,2026-05-29,abandonado,1.67
25,12,6,4,2026-07-08,abandonado,1.43
26,13,1,4,2026-07-26,completado,100
27,13,2,5,2026-08-16,abandonado,2.5
28,14,5,4,2026-07-20,en_curso,37.44
29,14,4,6,2026-09-09,abandonado,17.78
30,15,4,6,2026-09-08,abandonado,17.23
31,16,2,1,2026-05-02,completado,100
32,16,12,6,2026-09-04,abandonado,19
33,16,8,2,2026-05-16,en_curso,32.5
34,17,9,4,2026-07-29,en_curso,39.07
35,18,3,2,2026-05-30,abandonado,23.75
36,19,8,5,2026-08-06,en_curso,32.5
37,19,9,3,2026-06-22,completado,100
38,19,3,5,2026-08-26,en_curso,52.5
39,20,9,4,2026-07-21,en_curso,28.03
40,20,10,4,2026-07-31,abandonado,13.08
41,21,4,3,2026-07-02,completado,100
42,21,9,3,2026-06-19,abandonado,8.96
43,22,12,2,2026-05-23,en_curso,53.18
44,22,4,4,2026-07-18,en_curso,34.59
45,22,5,4,2026-08-01,abandonado,10.76
46,23,11,3,2026-06-25,en_curso,55.01
47,23,12,5,2026-08-04,en_curso,62
48,24,8,3,2026-06-27,completado,100
49,24,9,5,2026-08-29,en_curso,18.33
50,25,2,6,2026-09-06,completado,100
51,25,4,5,2026-08-30,en_curso,65.44
52,26,2,5,2026-08-22,en_curso,31.59
53,27,1,5,2026-09-01,completado,100
54,27,10,3,2026-06-10,en_curso,71.05
55,28,4,5,2026-08-16,abandonado,15.99
56,28,10,4,2026-07-23,en_curso,91.55
57,28,12,2,2026-05-27,en_curso,42
58,29,2,3,2026-06-06,en_curso,27.5
59,30,11,3,2026-06-13,abandonado,1.67
60,30,1,5,2026-08-06,completado,100
61,30,4,3,2026-06-16,completado,100
62,31,1,2,2026-06-02,en_curso,73.75
63,32,2,3,2026-06-16,en_curso,48.75
64,32,9,3,2026-06-15,completado,100
65,33,5,6,2026-09-03,abandonado,10.01
66,34,8,2,2026-05-30,en_curso,49.17
67,34,4,5,2026-09-01,abandonado,14.88
68,34,9,6,2026-09-03,en_curso,42.96
69,35,12,4,2026-07-23,abandonado,2
70,36,10,3,2026-06-20,en_curso,65.83
71,36,8,4,2026-07-22,abandonado,6.77
72,36,4,3,2026-06-26,completado,100
73,37,7,5,2026-08-06,en_curso,81.59
74,37,4,6,2026-09-07,en_curso,32.06
